text,label,channel,platform,source
I remember when everyone was obsessed with Gangnam Style 😗﻿,legitimate,social,youtube,Youtube01-Psy
Remove This video its wank﻿,legitimate,social,youtube,Youtube01-Psy
"It's so hard, sad :( iThat little child Actor HWANG MINOO dancing very  active child is suffering from brain tumor, only 6 month left for him .Hard  to believe .. Keep praying everyone for our future superstar.  #StrongLittlePsY #Fighting  SHARE EVERYONE PRAYING FOR HIM http://ygunited.com/2014/11/08/little-psy-from-the-has-brain-tumor-6-months-left-to-live/ ﻿",phishing,social,youtube,Youtube01-Psy
"Why the fuck this keeps updated? Comments :""5 minutes ago"" Song: ""2 years and  4 months ago""﻿",legitimate,social,youtube,Youtube01-Psy
MANY MEMORIES...........﻿,legitimate,social,youtube,Youtube01-Psy
why are they 5million comments when there is only 279.898 youtube Users.   5million fake account or PSY hacked youtube﻿,legitimate,social,youtube,Youtube01-Psy
"2,000,000,000 out of 7,000,000,000 people in the would saw this video just  in 2 years and yeat i only get 2 words out of the hole song﻿",legitimate,social,youtube,Youtube01-Psy
"This video is so cool, again and again!﻿",legitimate,social,youtube,Youtube01-Psy
I am now going to voyage to the first comment...      Tell my family I loved them. 😢﻿,legitimate,social,youtube,Youtube01-Psy
"How did THIS Video in all of YouTube get this many views and likes? Why  Gangnam style? I don't have a problem with it, i just don't understand the  phenomena behind it, it's just like any other random music video out  there. ﻿",legitimate,social,youtube,Youtube01-Psy
With the korean girl more slut and bitch : Hyuna :'33﻿,legitimate,social,youtube,Youtube01-Psy
Hey guys! Check this out: Kollektivet - Don't be slappin' my penis!  I  think that they deserve much more credit than they receive.﻿,phishing,social,youtube,Youtube01-Psy
Still a very fun music video to watch! ﻿,legitimate,social,youtube,Youtube01-Psy
C'mon 3 billion views!!!!!!!!﻿,legitimate,social,youtube,Youtube01-Psy
"Hey everyone, I am a new channel and will post videos of book reviews and  music on the flute. Please subscribe if you would enjoy that. Thanks!﻿",phishing,social,youtube,Youtube01-Psy
"Hey I think I know what where dealing with here!!!! I have some theories of  how this could've gotten 2billion hits!! 1. This was mabey made in korea and its realy popular there so they were  stuck watching this over and over again. 2. Over 2billion people have access to the Internet, including youtube, and  the numbers are rising, by 2017 half of the populatoin will be connected. 3. Hackers In Korea may have loved it so much they rised it to 2billion  hits to make it more popular.  4. The song was featured in a just dance game, on multiple mp3s, and been  seen on concerts and even on new years eve event in 2012, so just by seeing  those you mabey adding more hits to this video. 5. You are complaining to much on how the heck this has 2b hits.﻿",legitimate,social,youtube,Youtube01-Psy
subscribe my chanel﻿,phishing,social,youtube,Youtube01-Psy
"THIS HAS MORE VIEWS THAN QUEEN AND MICHAEL JACKSON, 2 BILLION views omg﻿",legitimate,social,youtube,Youtube01-Psy
LoL﻿,legitimate,social,youtube,Youtube01-Psy
If you pause at 1:39 at the last millisecond you can see that that chick is  about to laugh. Takes a few tries.﻿,legitimate,social,youtube,Youtube01-Psy
"9 year olds be like, 'How does this have 2 billion views when there are  only 3 people in the world'﻿",legitimate,social,youtube,Youtube01-Psy
PSY is a good guy﻿,legitimate,social,youtube,Youtube01-Psy
WHY DOES THIS HAVE 2 BILLION VIEWS THIS SONG IS SO ANNOYING﻿,legitimate,social,youtube,Youtube01-Psy
https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl﻿,phishing,social,youtube,Youtube01-Psy
1 millioon dislikesssssssssssssssssssssssssssssssss.............﻿,legitimate,social,youtube,Youtube01-Psy
The little PSY is suffering Brain Tumor and only has 6 more months to live.  Please pray to him and the best lucks.﻿,legitimate,social,youtube,Youtube01-Psy
For all of the little kidz out there there is Like 7 to 8 Billon people on  earth NOT 7 to 8 MILLON.Get you facts straight before posting comments.﻿,legitimate,social,youtube,Youtube01-Psy
How stupid humanity is﻿,legitimate,social,youtube,Youtube01-Psy
Come and watch my video it is called the odowd crowd zombie movie part 1 ﻿,phishing,social,youtube,Youtube01-Psy
You know a song sucks dick when you need to use google translate to know  what the fuck its saying!﻿,legitimate,social,youtube,Youtube01-Psy
"We get it, you came here for the views... ﻿",legitimate,social,youtube,Youtube01-Psy
Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TO﻿,legitimate,social,youtube,Youtube01-Psy
"Hey, join me on tsū, a publishing platform where I share my content now:  http://tsu.co/MarkusMairhofer﻿",phishing,social,youtube,Youtube01-Psy
"This song is great there are 2,127,315,950 views wow﻿",legitimate,social,youtube,Youtube01-Psy
I'm watching this in 2014﻿,legitimate,social,youtube,Youtube01-Psy
Most viewed video on youtube...daaaaaaaaaaannng those views can almost  dominate the entire...china...﻿,legitimate,social,youtube,Youtube01-Psy
"how does this video have 2,127,322,484 views if there are only 7 million  people on earth?﻿",legitimate,social,youtube,Youtube01-Psy
What my gangnam style﻿,legitimate,social,youtube,Youtube01-Psy
Lol this youtuber (officialpsy) is getting so much money lol﻿,legitimate,social,youtube,Youtube01-Psy
1 million dislikes!EPIC FAIL(ready for you fanboys)﻿,legitimate,social,youtube,Youtube01-Psy
"If I knew Korean, this would be even funnier. At least a bit at the end was  in English, but was spoken quite rapidly.﻿",legitimate,social,youtube,Youtube01-Psy
"Enough with the whole ""how does this have two billion views if there's only  7 million on the planet"" we get it. You're joking. It's not funny anymore.﻿",legitimate,social,youtube,Youtube01-Psy
"If I get 100 subscribers, I will summon Freddy Mercury's ghost to whipe  from the face of earth One Direction and Miley Cirus.﻿",phishing,social,youtube,Youtube01-Psy
if i reach 100 subscribers i will go round in public pouring a bucket of  ice water over people and then running away acting like it wasn't me! like  so people can see!!﻿,phishing,social,youtube,Youtube01-Psy
YOUTUBE MONEY !!!!!!!!!!!!!!!!!!!!!!!﻿,legitimate,social,youtube,Youtube01-Psy
2 billion for this shit?﻿,legitimate,social,youtube,Youtube01-Psy
"2 billion views, only 2 million shares﻿",legitimate,social,youtube,Youtube01-Psy
Hi guys my name is Dylan and I do IRL football videos I have 1030  subscribers and I think you guys would like my content so come check it out  and if you do subscribe!﻿,phishing,social,youtube,Youtube01-Psy
If I get 300 subscribers by tomorrow I'll do a epic Hunger Games Video! ﻿,phishing,social,youtube,Youtube01-Psy
follower please https://www.facebook.com/lists/161620527267482﻿,phishing,social,youtube,Youtube01-Psy
2 billion views wow not even baby by justin beibs has that much he doesn't  deserve a capitalized name﻿,legitimate,social,youtube,Youtube01-Psy
If i reach 100 subscribers i will tazz my self and my friend﻿,phishing,social,youtube,Youtube01-Psy
Please help me go to college guys! Thanks from the bottom of my heart.  https://www.indiegogo.com/projects/i-want-to-go-to-college--19/x/9082175﻿,phishing,social,youtube,Youtube01-Psy
https://www.facebook.com/SchoolGeniusNITS/photos/ms.c.eJw9kVkOxDAMQm808h5z~;4sNjqP~_tHqBEuM69AQUp1Ih~_fPHgk5zLLsVdQv0ZUf0MB~;LnUJ~;ufTH4YoKfRxYts2zvrrp6qGtw67y~;L551h~;f7~_vlcZzRG8vGCTlPSD9ONGeWhj8~_GIbu~;S3lzMvY~;IQ2~;TwSfzz9WHn7JUSvHufpglQRZczl05fNPhaGeVb3x8yDmC6X~_~;jTcjnMho~;vfXWCjZyvWObihrnGx2ocjnG2PG1EvHXzyjD~_o3h~_RY6f57sPrnD2xV~;~_BzszZ~;8~-.bps.a.390875584405933/391725794320912/?type=1&amp;theater ﻿,phishing,social,youtube,Youtube01-Psy
I am so awesome and smart!!! Sucscribe to me!﻿,phishing,social,youtube,Youtube01-Psy
Follow 4 Follow                           @ VaahidMustafic Like 4 Like ﻿,phishing,social,youtube,Youtube01-Psy
http://hackfbaccountlive.com/?ref=4436607  psy news offıcal ﻿,phishing,social,youtube,Youtube01-Psy
https://www.facebook.com/nicushorbboy add mee &lt;3 &lt;3﻿,phishing,social,youtube,Youtube01-Psy
im sorry for the spam but My name is Jenny. I go to high school where  everyone dresses fashionable but for me I don't because i need money to buy  cute clothes. I have low self esteem . I live with my dad. my mom passed  away when i was 6 so i don't really have a mother figure. I have 2 brothers  who is older than me. Since they are boys they get the attention while i  just be alone. I really want to wear pretty clothes like the girls in my  school and get a boyfriend. i just can't be my self. im very quite and shy  at school because i don't have the confidence in myself to talk to someone.  i did have one friend name Caroline but she moved away so now im alone. if  you could donate some money to me it would be great. i don't care about  expensive brand ill just shop at walmart because they have pretty clothes.  also i wanna get my nails done at a salon . i see alot of girls have these  french tips. i never had my nail did at a salon before i will really  appreciate if i can and get my hair curled too. http://www.gofundme.com/dressprettyonce thanks omg please.﻿,phishing,social,youtube,Youtube01-Psy
I hate this song! ﻿,legitimate,social,youtube,Youtube01-Psy
please throw a sub on my channel﻿,phishing,social,youtube,Youtube01-Psy
"NEW GOAL!   3,000,000!  Let's go for it!﻿",legitimate,social,youtube,Youtube01-Psy
Go to my channel if u want to see a fly getting burned alive﻿,phishing,social,youtube,Youtube01-Psy
just came here to check the views :P﻿,legitimate,social,youtube,Youtube01-Psy
"COME AND CHECK OUT MY NEW YOUTUBE CHHANEL, GOING TO BE POSTING DAILY!﻿",phishing,social,youtube,Youtube01-Psy
I hav absolutely no idea what he's saying. Is it even a language?﻿,legitimate,social,youtube,Youtube01-Psy
Please check out my vidios guys﻿,phishing,social,youtube,Youtube01-Psy
I still to this day wonder why this video is so popular ?? illuminati  confirmed ??﻿,legitimate,social,youtube,Youtube01-Psy
Hey guys can you check my channel out plz. I do mine craft videos. Let's  shoot for 20 subs﻿,phishing,social,youtube,Youtube01-Psy
This is getting old.........﻿,legitimate,social,youtube,Youtube01-Psy
PLEASE SUBSCRIBE ME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,phishing,social,youtube,Youtube01-Psy
just came to check the view count﻿,legitimate,social,youtube,Youtube01-Psy
Check out my Music Videos! Fuego - U LA LA Remix  hyperurl.co/k6a5xt﻿,phishing,social,youtube,Youtube01-Psy
Check out my Music Videos! and PLEASE SUBSCRIBE!!!! Fuego - U LA LA Remix  hyperurl.co/k6a5xt﻿,phishing,social,youtube,Youtube01-Psy
www.marketglory.com/strategygame/lordviperas﻿,phishing,social,youtube,Youtube01-Psy
"If the shitty Chinese Government didn't block YouTube over there, there'd  be close to 3 billion views right now. ﻿",legitimate,social,youtube,Youtube01-Psy
WORLD RECORD YOUTUBE VIDEO VIEWS !!!!!! XD﻿,legitimate,social,youtube,Youtube01-Psy
I think he was drunk during this :) x)﻿,legitimate,social,youtube,Youtube01-Psy
Limit sun exposure while driving. Eliminate the hassle of having to swing  the car visor between the windshield and window.  https://www.kickstarter.com/projects/733634264/visortwin﻿,phishing,social,youtube,Youtube01-Psy
"Hahah, juyk! I allways laugh at the part 1:57.. LOL!﻿",legitimate,social,youtube,Youtube01-Psy
http://hackfbaccountlive.com/?ref=5242575﻿,phishing,social,youtube,Youtube01-Psy
"I wanted to know the name of the guy that dances at 00:58, anybody knows ?﻿",legitimate,social,youtube,Youtube01-Psy
https://www.facebook.com/FUDAIRYQUEEN?pnref=story﻿,phishing,social,youtube,Youtube01-Psy
"Haha its so funny to see the salt of westerners that top views of youtube  goes to video they dont even understand, keep the salt up!﻿",legitimate,social,youtube,Youtube01-Psy
FOLLOW MY COMPANY ON TWITTER  thanks.  https://twitter.com/TheWaxedHatCo﻿,phishing,social,youtube,Youtube01-Psy
imagine if this guy put adsense on with all these views... u could pay ur  morgage﻿,legitimate,social,youtube,Youtube01-Psy
Hey come check us out were new on youtube let us know what you think and  don't forget to subscribe thanks.﻿,phishing,social,youtube,Youtube01-Psy
"The girl in the train who was dancing, her outfit was so fucking sexy, but  the huge turn-off was she lacked eyebrows D:﻿",legitimate,social,youtube,Youtube01-Psy
"Look at the pictures, if not difficult http://image2you.ru/48051/1340524/        http://image2you.ru/48051/1340523/          http://image2you.ru/48051/1340522/ http://image2you.ru/48051/1340521/             http://image2you.ru/48051/1340520/       http://image2you.ru/48051/1340519/  http://image2you.ru/48051/1340518/            http://image2you.ru/48051/1340517/          http://image2you.ru/48051/1340504/ http://image2you.ru/48051/1340503/              http://image2you.ru/48051/1340502/            http://image2you.ru/48051/1340500/ http://image2you.ru/48051/1340499/        http://image2you.ru/48051/1340494/             http://image2you.ru/48051/1340493/ http://image2you.ru/48051/1340492/        http://image2you.ru/48051/1340491/           http://image2you.ru/48051/1340490/ http://image2you.ru/48051/1340489/             http://image2you.ru/48051/1340488/﻿",phishing,social,youtube,Youtube01-Psy
"Don't mind me, I'm just checking what the views are up to : )﻿",legitimate,social,youtube,Youtube01-Psy
"Hey guys can you check my YouTube channel I know you hate comments like  this one but I promise if you check my videos it will be entertaining I do  Shotgun Montages,Ninja Defuse Montages and Trolling please guys can you  check them out and thanks have a good day!!!!!!!﻿",phishing,social,youtube,Youtube01-Psy
"To everyone joking about how he hacked to get 2 billion views because  there's a certain amount of people or whatever,  He actually did buy views.﻿",legitimate,social,youtube,Youtube01-Psy
https://www.facebook.com/tofikmiedzynB/photos/a.1496273723978022.1073741828.1496241863981208/1498561870415874/?type=1&amp;theater ﻿,phishing,social,youtube,Youtube01-Psy
https://www.facebook.com/eeccon/posts/733949243353321?comment_id=734237113324534&amp;offset=0&amp;total_comments=74   please like frigea marius gabriel comment :D﻿,phishing,social,youtube,Youtube01-Psy
"http://www.bing.com/explore/rewards?PUBL=REFERAFRIEND&amp;CREA=RAW&amp;rrid=_0f9fa8aa-243a-5c2f-c349-ede05ea397ca Bing rewards, earn free money. AND NO U CANT GET UR VIRUS IN BLUE!﻿",phishing,social,youtube,Youtube01-Psy
Please do buy these new Christmas shirts! You can buy at any time before  December 4th and they are sold worldwide! Don't miss out:  http://teespring.com/treechristmas﻿,phishing,social,youtube,Youtube01-Psy
Free my apps get 1m crdits ! Just click on the link and download a app and  done!! · Link: https://m.freemyapps.com/share/url/5af506e1﻿,phishing,social,youtube,Youtube01-Psy
Why does a song like this have more views than Michael Jackson SMH﻿,legitimate,social,youtube,Youtube01-Psy
"Something to dance to, even if your sad JUST dance!!   PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿",legitimate,social,youtube,Youtube01-Psy
everyones back lool this is almost 3 years old and people are still hear!  xD﻿,legitimate,social,youtube,Youtube01-Psy
How can this have 2 billion views when there's only me on the planet? LOL﻿,legitimate,social,youtube,Youtube01-Psy
